PolNumber,FileName,Status,ErrorDetails,ExpectedResult,Timestamp
1500509938,WDQuote_1500509938.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500510878,WDQuote_1500510878.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500511157,WDQuote_1500511157.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500511769,WDQuote_1500511769.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500512197,WDQuote_1500512197.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500512205,WDQuote_1500512205.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500512502,WDQuote_1500512502.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500512650,WDQuote_1500512650.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500513252,WDQuote_1500513252.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500516990,WDQuote_1500516990.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500517071,WDQuote_1500517071.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500517576,WDQuote_1500517576.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500518285,WDQuote_1500518285.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500518582,WDQuote_1500518582.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500521172,WDQuote_1500521172.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500525777,WDQuote_1500525777.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500525801,WDQuote_1500525801.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500526023,WDQuote_1500526023.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500526056,WDQuote_1500526056.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
1500527823,WDQuote_1500527823.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100025975,WDQuote_8100025975.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100026569,WDQuote_8100026569.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100027161,WDQuote_8100027161.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100030629,WDQuote_8100030629.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100030637,WDQuote_8100030637.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100040230,WDQuote_8100040230.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100044877,WDQuote_8100044877.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100045817,WDQuote_8100045817.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100045932,WDQuote_8100045932.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100046146,WDQuote_8100046146.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100050981,WDQuote_8100050981.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100052425,WDQuote_8100052425.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100056293,WDQuote_8100056293.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100067613,WDQuote_8100067613.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
8100082224,WDQuote_8100082224.xml,PASS,,ExpectedToPass=1,2026-03-20T19:30:13.320678+00:00
